song,link,prefix,title,genre,artist,token_count,wpm,duration_mins
thương em giữa chiều đông,https://zingmp3.vn/bai-hat/Thuong-Em-Giua-Chieu-Dong-Khanh-Duy/ZW6UZC0Z.html,thuong-em-giua-chieu-dong,Thương Em Giữa Chiều Đông,,Various Artists,246.0,54.43122102570558,4.5194650306269
thương em miền nước lũ,https://zingmp3.vn/bai-hat/Thuong-Em-Mien-Nuoc-Lu-Quang-Linh/ZWZCA8DZ.html,thuong-em-mien-nuoc-lu,Thương Em Miền Nước Lũ,,Quang Linh,372.0,61.78163513037116,6.021206774715631
thương em điệu lý quê hương,https://zingmp3.vn/bai-hat/Thuong-Em-Dieu-Ly-Que-Huong-Truong-Son/ZW7W9B8D.html,thuong-em-dieu-ly-que-huong,Thương Em Điệu Lý Quê Hương,,Truong Son,331.0,73.36601711486587,4.511625586567801
thương hoài ngàn năm,https://zingmp3.vn/bai-hat/Thuong-Hoai-Ngan-Nam-Khanh-Ha-Dinh-Bao/ZW7966BF.html,thuong-hoai-ngan-nam,Thương Hoài Ngàn Năm,new age / world music,"Khánh Hà, Đình Bảo",250.0,51.51205129857576,4.853233247321916
thương lắm mình ơi,https://zingmp3.vn/bai-hat/Thuong-Lam-Minh-Oi-Thieng-Ngan/Z689IZZ8.html,thuong-lam-minh-oi,Thương Lắm Mình Ơi,nhạc trữ tình,Thiêng Ngân,373.0,60.87344416398293,6.127466666666667
thương người xứ lạ,https://zingmp3.vn/bai-hat/Thuong-Nguoi-Xu-La-Thanh-Ngan-Mai-Tien-Dat/Z6A8O6CU.html,thuong-nguoi-xu-la,Thương Người Xứ Lạ,nhạc trẻ,"Thanh Ngân, Mai Tiến Đạt",306.0,56.005826364269694,5.46371725701775
thương nhau nhé,https://zingmp3.vn/bai-hat/Thuong-Nhau-Nhe-Duc-Phuc-Thuy-Chi/ZW9A77I0.html,thuong-nhau-nhe,Thương Nhau Nhé,nhạc trẻ,"Đức Phúc, Thùy Chi",407.0,108.88563886708997,3.737866666666666
thương nhớ vơi màu,https://zingmp3.vn/bai-hat/Thuong-Nho-Voi-Mau-Tien-Dao-Thinh-Tran-Toi-VN/ZWAEI0DF.html,thuong-nho-voi-mau,Thương Nhớ Vơi Màu,nhạc trẻ,"Tee Xid, Thịnh Trần, Tổi VN",572.0,142.88968664429316,4.003088070477233
thương quá mẹ ơi,https://zingmp3.vn/bai-hat/Thuong-Qua-Me-Oi-Nhat-Phat/ZZF998F9.html,thuong-qua-me-oi,Thương Quá Mẹ Ơi,nhạc trữ tình,Nhật Phát,301.0,57.79717862720501,5.207866666666666
thương rồi cũng thế thôi zeaplee lofi remix,https://zingmp3.vn/bai-hat/Thuong-Roi-Cung-The-Thoi-Zeaplee-Lofi-Remix-Huy-Diec-HOA-HONG-DAI-MUSIC/ZZD9B96U.html,thuong-roi-cung-the-thoi-zeaplee-lofi-remix,Thương Rồi Cũng Thế Thôi (Zeaplee Lofi Remix),dance việt,"Huy Diệc, HOA HỒNG DẠI MUSIC",580.0,180.35573614163107,3.2158666666666664
thương thân,https://zingmp3.vn/bai-hat/Thuong-Than-Beat-Hana-Cam-Tien-Khanh-An/Z7WF98DB.html,thuong-than,Thương Thân,nhạc trẻ,"Hana Cẩm Tiên, Khánh Ân",264.0,59.63310486970415,4.427071180962806
thương về miền trung,https://zingmp3.vn/bai-hat/Thuong-Ve-Mien-Trung-Duong-Hong-Loan-Huynh-Nguyen-Cong-Bang-Le-Sang/ZW6A8ZOD.html,thuong-ve-mien-trung,Thương Về Miền Trung,,"Duong Hong Loan,Huynh Nguyen Cong Bang,Le Sang",368.0,67.24086324557351,5.472862515997304
thương về xứ huế,https://zingmp3.vn/bai-hat/Thuong-Ve-Xu-Hue-Bao-Yen/ZW60FCFO.html,thuong-ve-xu-hue,Thương Về Xứ Huế,,Various Artists,265.0,42.59682860605886,6.221120413699228
thả tim gái nghệ,https://zingmp3.vn/bai-hat/Tha-Tim-Gai-Nghe-HanDrytion-Dinh-Nguyet-Hang-Thai-Quynh/ZWA7UBF6.html,tha-tim-gai-nghe,Thả Tim Gái Nghệ,nhạc trẻ,"HanDrytion, Đinh Nguyệt Hàng, Thái Quỳnh",407.0,146.32567949762714,2.7814666666666668
thả trôi phiền muộn,https://zingmp3.vn/bai-hat/Tha-Troi-Phien-Muon-Dieu-Dan/Z60UI708.html,tha-troi-phien-muon,Thả Trôi Phiền Muộn,nhạc tôn giáo,Diệu Đan,464.0,101.36748804017374,4.577404540360205
thất tình dj minh anh remix,https://zingmp3.vn/bai-hat/That-Tinh-DJ-Minh-Anh-Remix-Trinh-Dinh-Quang/ZZB8DBOA.html,that-tinh-dj-minh-anh-remix,Thất Tình (DJ Minh Anh Remix),edm việt,Trịnh Đình Quang,361.0,67.12688891331545,5.377874736101336
thầm mang ơn anh,https://zingmp3.vn/bai-hat/Tham-Mang-On-Anh-Truong-Nhu-Anh/ZW8W8C7Z.html,tham-mang-on-anh,Thầm Mang Ơn Anh,nhạc trẻ,Trương Như Anh,369.0,92.08863427210588,4.007009148486981
thầm trách ta dại khờ,https://zingmp3.vn/bai-hat/Tham-Trach-Ta-Dai-Kho-Nhat-Tinh-Anh/ZWZ9EZ9F.html,tham-trach-ta-dai-kho,Thầm Trách Ta Dại Khờ,,Nhat Tinh Anh,358.0,83.74873175982982,4.274691598037012
thẫn thờ một nỗi đau,https://zingmp3.vn/bai-hat/Than-Tho-Mot-Noi-Dau-Truong-Viet-Thai-A-Tuan/ZW7O0B0E.html,than-tho-mot-noi-dau,Thẫn Thờ Một Nỗi Đau,,Truong Viet Thai,408.0,77.60826471061853,5.257172048896186
thật khó,https://zingmp3.vn/bai-hat/Noi-Chia-Tay-That-Kho-Thuy-Chi-Tran-Thanh/ZZBZIFW7.html,that-kho,Thật Khó,,Pham Ngoc Trieu,450.0,107.7001627469126,4.178266666666667
thật không em,https://zingmp3.vn/bai-hat/That-Khong-Em-Cao-Thien-Vu/ZOIAWZZU.html,that-khong-em,Thật Không Em,nhạc trẻ,Cao Vũ,398.0,87.88458707493007,4.528666666666667
thật lòng,https://zingmp3.vn/bai-hat/HAY-YEU-THAT-LONG-Ly-Thanh/Z7C6AW8C.html,that-long,Thật Lòng,v-pop,Hoàng Minh Thắng,372.0,87.69701302847616,4.24187765527667
thật lòng em muốn ra đi,https://zingmp3.vn/bai-hat/That-Long-Em-Muon-Ra-Di-Lam-Vu/ZW6I7U6C.html,that-long-em-muon-ra-di,Thật Lòng Em Muốn Ra Đi,,Various Artists,380.0,102.37140237127254,3.7119741568240494
thằng cuội,https://zingmp3.vn/bai-hat/Thang-Cuoi-Be-Bao-Ngu-Ho-Van-Cuong/ZW780BUO.html,thang-cuoi,Thằng Cuội,,,302.0,54.97994368211752,5.492912138035291
thằng hề khóc,https://zingmp3.vn/bai-hat/Thang-He-Khoc-Duong-565/ZWZBOFC6.html,thang-he-khoc,Thằng Hề Khóc,,Duong 565,292.0,76.71994668188216,3.8060506117238666
thằng hề nó yêu,https://zingmp3.vn/bai-hat/Thang-He-No-Yeu-Nguyen-Dinh-Vu-DC-Tam-Hieu-Rock/ZWBWE9FC.html,thang-he-no-yeu,Thằng Hề Nó Yêu,nhạc trẻ,"Nguyễn Đình Vũ, DC Tâm, Hiếu Rock",413.0,82.10953239317146,5.029866666666666
thế em làm sao？,https://zingmp3.vn/bai-hat/The-Em-Lam-Sao-Junki-Tran-Hoa-Vu-Pham/Z6ZIZUBW.html,the-em-lam-sao,Thế Em Làm Sao？,v-pop,"Junki Trần Hòa, Vũ Phạm",521.0,160.9277842738254,3.23747699846222
thế giới còn mình em,https://zingmp3.vn/bai-hat/The-Gioi-Con-Minh-Em-Pham-Dinh-Thai-Ngan/Z69DFDF0.html,the-gioi-con-minh-em,Thế Giới Còn Mình Em,v-pop,Phạm Đình Thái Ngân,451.0,76.85403980732528,5.868266666666667
thế giới gọi tắt là em,https://zingmp3.vn/bai-hat/The-Gioi-Goi-Tat-La-Em-Vuong-Thien-Tuan/Z6W9U079.html,the-gioi-goi-tat-la-em,Thế Giới Gọi Tắt Là Em,v-pop,Vương Thiên Tuấn,495.0,124.8780651888728,3.963866666666666
thế giới trong anh,https://zingmp3.vn/bai-hat/The-Gioi-Trong-Anh-APJ-ICM/Z689UWZ0.html,the-gioi-trong-anh,Thế Giới Trong Anh,v-pop,"APJ, ICM",369.0,111.49832802868538,3.309466666666667
thế giới ảo,https://zingmp3.vn/bai-hat/The-Gioi-Ao-Nguyen-Vu/ZWZ9EZ7B.html,the-gioi-ao,Thế Giới Ảo,,Nguyen Vu,310.0,67.45458430579998,4.595684684596672
thế hệ tan vỡ,https://zingmp3.vn/bai-hat/The-He-Tan-Vo-Kai-Dinh-SIVAN/ZZ9O0AE6.html,the-he-tan-vo,Thế Hệ Tan Vỡ,v-pop,"Kai Đinh, Sivan",533.0,113.41840707611216,4.699413558526858
thế là tết,https://zingmp3.vn/bai-hat/The-La-Tet-Duc-Phuc-Hoa-Minzy/ZW9AAFO6.html,the-la-tet,Thế Là Tết,nhạc trẻ,"Đức Phúc, Hòa Minzy",439.0,95.96069324142258,4.574789793311961
thề,https://zingmp3.vn/bai-hat/Loi-Me-Day-Njay-Subby-The-Giant/ZW6I7DBE.html,the,Thề,,Lam Ngoc Huynh,313.0,78.33878395514917,3.9954666666666654
thị trấn mù sương,https://zingmp3.vn/bai-hat/Thi-Tran-Mu-Suong-Phi-Nhung/ZOFB0800.html,thi-tran-mu-suong,Thị Trấn Mù Sương,new age / world music,Phi Nhung,292.0,54.87006715374914,5.3216628873771725
thời em đẹp nhất,https://zingmp3.vn/bai-hat/Thoi-Em-Dep-Nhat-Thu-Phuong/ZWADFO7W.html,thoi-em-dep-nhat,Thời Em Đẹp Nhất,nhạc trẻ,Thu Phương,331.0,69.53391966836593,4.760266666666666
thời gian em đi học,https://zingmp3.vn/bai-hat/Thoi-Gian-Em-Di-Hoc-To-Ha/ZWZCOD8E.html,thoi-gian-em-di-hoc,Thời Gian Em Đi Học,,,288.0,65.0414911381032,4.42794276331222
thời gian nhìn lại,https://zingmp3.vn/bai-hat/Thoi-Gian-Nhin-Lai-Thanh-Thuy/ZW6UCD9E.html,thoi-gian-nhin-lai,Thời Gian Nhìn Lại,,Thanh Thuy,344.0,63.55356038617953,5.412757332708096
thời gian nơi xa,https://zingmp3.vn/bai-hat/Thoi-Gian-Noi-Xa-Huong-Lan/ZW78U8OD.html,thoi-gian-noi-xa,Thời Gian Nơi Xa,nhạc trữ tình,Hương Lan,256.0,67.94445102386189,3.767783772512837
thời gian tôi,https://zingmp3.vn/bai-hat/Thoi-Gian-Toi-Pham-Anh-Khoa/ZWZ997C0.html,thoi-gian-toi,Thời Gian Tôi,,Pham Anh Khoa,395.0,96.16684864441116,4.107444567104007
thời thơ ấu đã xa,https://zingmp3.vn/bai-hat/Thoi-Tho-Au-Da-Xa-May-Trang/ZWZBAAEC.html,thoi-tho-au-da-xa,Thời Thơ Ấu Đã Xa,nhạc trẻ,Mây Trắng,373.0,79.40104050499248,4.697671436390648
thứ em không có,https://zingmp3.vn/bai-hat/Thu-Em-Khong-Co-Hua-Thanh-Dung/ZW6ECFAB.html,thu-em-khong-co,Thứ Em Không Có,,Hua Thanh Dung,437.0,82.24404005099849,5.313454929123397
thứ tha muộn màng,https://zingmp3.vn/bai-hat/Thu-Tha-Muon-Mang-Trieu-Hai/ZW6WE9CF.html,thu-tha-muon-mang,Thứ Tha Muộn Màng,,Trieu Hai,354.0,92.7997203774904,3.814666666666666
thứ đàn ông gì vậy？,https://zingmp3.vn/bai-hat/Thu-Dan-Ong-Gi-Vay-Thanh-Dai-Sieu/ZWAF7FDI.html,thu-dan-ong-gi-vay,Thứ Đàn Ông Gì Vậy？,nhạc trẻ,Thành Đại Siêu,468.0,103.2322578747684,4.5334666666666665
thức giấc,https://zingmp3.vn/bai-hat/THUC-GIAC-16-Typh-MastaL/Z7ODF70B.html,thuc-giac,thức giấc,v-pop,Nguyễn Trọng Tài,338.0,89.307732957548,3.784666666666667
tia nắng bình yên,https://zingmp3.vn/bai-hat/Tia-Nang-Binh-Yen-Doan-Trang/ZWZF8CCZ.html,tia-nang-binh-yen,Tia Nắng Bình Yên,,,218.0,48.11997398623646,4.530343263742278
tim anh trôi về em,https://zingmp3.vn/bai-hat/Tim-Anh-Troi-Ve-Em-Nghi-Van/ZW60EBOC.html,tim-anh-troi-ve-em,Tim Anh Trôi Về Em,,Nghi Van,344.0,73.84087006296508,4.658666666666666
tim anh vỡ đôi,https://zingmp3.vn/bai-hat/Tim-Anh-Vo-Doi-DeeTee-K/ZZADUU00.html,tim-anh-vo-doi,Tim Anh Vỡ Đôi,rap việt,"DeeTee, K",607.0,155.37061686929738,3.906787603930461
tim em là của riêng anh,https://zingmp3.vn/bai-hat/Tim-Em-La-Cua-Rieng-Anh-Nguyen-Phi-Hung/ZW78WC78.html,tim-em-la-cua-rieng-anh,Tim Em Là Của Riêng Anh,,,379.0,102.49815178849356,3.697627648760653
tim yêu,https://zingmp3.vn/bai-hat/Trao-Em-Tron-Tim-Yeu-Bang-Kieu/ZWZ97W7W.html,tim-yeu,Tim Yêu,,,270.0,50.95297316057381,5.299003831417624
tim đau,https://zingmp3.vn/bai-hat/Anh-Biet-Tim-Dau-Bang-Cuong/ZWZB98DO.html,tim-dau,Tim Đau,,Lam Vu,449.0,101.2905536089575,4.432792437223813
tim đau,https://zingmp3.vn/bai-hat/Anh-Biet-Tim-Dau-Bang-Cuong/ZWZB98DO.html,tim-dau,Tìm Đâu,,,284.0,51.07497063813128,5.560453514739229
tin mừng chúa giáng thế,https://zingmp3.vn/bai-hat/Tin-Mung-Chua-Giang-The-Nam-Vuong-Bao-Le/ZUF8U87E.html,tin-mung-chua-giang-the,Tin Mừng Chúa Giáng Thế,v-pop,Nam Vương Bảo Lê,377.0,75.51679931627585,4.992266666666667
tin yêu,https://zingmp3.vn/bai-hat/Tin-Yeu-Haukong/Z67ICZEO.html,tin-yeu,Tin Yêu,v-pop,Haukong,798.0,232.5886745828853,3.430949513905179
tiếc thương gì nửa,https://zingmp3.vn/bai-hat/Tiec-Thuong-Gi-Nua-Luong-Tung-Quang-Van-Quynh/ZW78EU9O.html,tiec-thuong-gi-nua,Tiếc Thương Gì Nửa,new age / world music,"Lương Tùng Quang, Vân Quỳnh",413.0,95.5178514592697,4.323799098183334
tiến lên việt nam ơi,https://zingmp3.vn/bai-hat/Tien-Len-Viet-Nam-Oi-Son-Tung-M-TP/ZW7I6U9I.html,tien-len-viet-nam-oi,Tiến Lên Việt Nam Ơi,,Son Tung M-TP,480.0,132.4982971163737,3.622688068046749
tiếng chim quyên,https://zingmp3.vn/bai-hat/Tieng-Chim-Quyen-Cam-Ly/ZWZCW6EC.html,tieng-chim-quyen,Tiếng Chim Quyên,,Cam Ly,259.0,43.55016189033878,5.9471650335577015
tiếng chim trong vườn bác,https://zingmp3.vn/bai-hat/Tieng-Chim-Trong-Vuon-Bac-Linh-Phuong/Z6ICF9DU.html,tieng-chim-trong-vuon-bac,Tiếng Chim Trong Vườn Bác,,Phạm Linh Phương,213.0,61.75254312084113,3.449250658117653
tiếng chày trên sóc boom boom,https://zingmp3.vn/bai-hat/Tieng-Chay-Tren-Soc-Boom-Boom-Hoang-Tu-Minh/ZW9C77EC.html,tieng-chay-tren-soc-boom-boom,Tiếng Chày Trên Sóc Boom Boom,nhạc trữ tình,Hoàng Tú Minh,263.0,82.96878943383528,3.1698666666666666
tiếng cuốc đêm trăng,https://zingmp3.vn/bai-hat/Tieng-Cuoc-Dem-Trang-Diem-Thuy/ZW8IDBCI.html,tieng-cuoc-dem-trang,Tiếng Cuốc Đêm Trăng,nhạc trữ tình,Diễm Thuỳ,333.0,61.62577354117765,5.403583287721219
tiếng gọi non sông,https://zingmp3.vn/bai-hat/Tieng-Goi-Non-Song-Nguyen-Phi-Hung/ZW6CI0AI.html,tieng-goi-non-song,Tiếng Gọi Non Sông,,Nguyen Phi Hung,328.0,97.44055310409816,3.3661549483364435
tiếng hát chim đa đa,https://zingmp3.vn/bai-hat/Tieng-Hat-Chim-Da-Da-Phuong-Thanh/ZWZCWE76.html,tieng-hat-chim-da-da,Tiếng Hát Chim Đa Đa,,Phuong Thanh,301.0,61.90568535296427,4.862235161177923
tiếng hát nàng solveig,https://zingmp3.vn/bai-hat/Tieng-Hat-Nang-Solveig-Le-Dung/ZW6ZWAZW.html,tieng-hat-nang-solveig,Tiếng Hát Nàng Solveig,,Le Dung,168.0,39.50232196416631,4.252914554045649
tiếng hát nào,https://zingmp3.vn/bai-hat/Tieng-Hat-Nao-Dinh-Van/ZW6UCEWA.html,tieng-hat-nao,Tiếng Hát Nào,,Dinh Van,316.0,57.08974643782658,5.535144570034811
tiếng hát trên dòng sông trà,https://zingmp3.vn/bai-hat/Tieng-Hat-Tren-Dong-Song-Tra-Minh-Huyen/ZW607W8D.html,tieng-hat-tren-dong-song-tra,Tiếng Hát Trên Dòng Sông Trà,,Minh Huyen,206.0,47.80581192747077,4.309099494273536
tiếng hát với cung đàn,https://zingmp3.vn/bai-hat/Tieng-Hat-Voi-Cung-Dan-Ai-Van-Phi-Khanh-Elvis-Phuong-Duy-Quang/ZW78B8A8.html,tieng-hat-voi-cung-dan,Tiếng Hát Với Cung Đàn,new age / world music,"Ái Vân, Phi Khanh, Elvis Phương, Duy Quang",294.0,66.97654683377388,4.389596267625824
tiếng khóc sinh linh,https://zingmp3.vn/bai-hat/Tieng-Khoc-Sinh-Linh-Kavie-Tran/ZW688C0U.html,tieng-khoc-sinh-linh,Tiếng Khóc Sinh Linh,,Kavie Tran,366.0,67.75432962647808,5.401868810712413
tiếng khóc ve sầu,https://zingmp3.vn/bai-hat/Tieng-Khoc-Ve-Sau-Dien-An/ZW60IO7F.html,tieng-khoc-ve-sau,Tiếng Khóc Ve Sầu,,Dien An,371.0,80.17324187715958,4.6274790854589805
tiếng khóc đêm,https://zingmp3.vn/bai-hat/Tieng-Khoc-Dem-Nguyen-Khanh/ZW7OUBDO.html,tieng-khoc-dem,Tiếng Khóc Đêm,,Nguyen Khanh,304.0,66.30798313217974,4.584666666666666
tiếng mưa đêm,https://zingmp3.vn/bai-hat/LK-Duong-Xua-Uot-Mua-Tieng-Mua-Dem-Hay-Nghe-Toi-Hat-Ly-Thu-Thao/Z7Z69BBE.html,tieng-mua-dem,Tiếng Mưa Đêm,nhạc trữ tình,Hồ Xuân Đào,356.0,63.77864999305183,5.581805197174655
tiếng quê,https://zingmp3.vn/bai-hat/Tieng-Que-Le-Ngoc-Thuy/ZUFZ8WFO.html,tieng-que,Tiếng Quê,nhạc trữ tình,Lê Ngọc Thúy,475.0,89.8690749476552,5.285466666666666
tiếng ru ngày xưa,https://zingmp3.vn/bai-hat/Tieng-Ru-Ngay-Xua-Dan-Truong/ZW6I790B.html,tieng-ru-ngay-xua,Tiếng Ru Ngày Xưa,,Various Artists,346.0,79.64317072334129,4.344377513571249
tiếng sét trong vườn hoang,https://zingmp3.vn/bai-hat/Tieng-Set-Trong-Vuon-Hoang-Ngoc-Anh/ZW66CF0O.html,tieng-set-trong-vuon-hoang,Tiếng Sét Trong Vườn Hoang,new age / world music,Ngọc Ánh,284.0,57.65833326454271,4.925567284385019
tiếng sét tình yêu,https://zingmp3.vn/bai-hat/Tieng-Set-Tinh-Yeu-Thanh-Thao/ZW60FACZ.html,tieng-set-tinh-yeu,Tiếng Sét Tình Yêu,,Avril Lavigne,410.0,94.31811548638603,4.346991008945464
tiếng trống đêm trăng,https://zingmp3.vn/bai-hat/Tieng-Trong-Dem-Trang-Van-Anh/ZW6UZBC0.html,tieng-trong-dem-trang,Tiếng Trống Đêm Trăng,,Various Artists,318.0,77.26473894985449,4.115719593725475
tiếng tơ lòng,https://zingmp3.vn/bai-hat/Tieng-To-Long-Doan-Trang/ZW6UC8ZW.html,tieng-to-long,Tiếng Tơ Lòng,,Doan Trang,275.0,74.3375181372371,3.699343304578892
tiếng yêu vội vàng,https://zingmp3.vn/bai-hat/TIENG-YEU-VOI-VANG-Poll/ZZBZWOEU.html,tieng-yeu-voi-vang,TIẾNG YÊU VỘI VÀNG,v-pop,Poll,441.0,112.71704222477209,3.9124518466390383
tiếng đàn guitar giao lộ thời gian,https://zingmp3.vn/bai-hat/Tieng-Dan-Guitar-Giao-Lo-Thoi-Gian-Duc-Huy/Z6WCA8A0.html,tieng-dan-guitar-giao-lo-thoi-gian,Tiếng Đàn Guitar (Giao Lộ Thời Gian),v-pop,Đức Huy,267.0,38.28851907645447,6.973369731716568
tiếng đàn đêm 1,https://zingmp3.vn/bai-hat/Tieng-Dan-Dem-1-Hoang-Vinh-Nam/ZW6IBWCI.html,tieng-dan-dem-1,Tiếng Đàn Đêm 1,,Hoang Vinh Nam,327.0,62.77162554977605,5.209360075289092
tiền,https://zingmp3.vn/bai-hat/Tieng-Hat-Chim-Da-Da-Phuong-Thanh/ZWZCWE76.html,tien,Tiền,nhạc trữ tình,Dương Chấn Huy,315.0,91.98654970510977,3.4244136888471863
"tiền bạc tựa như dao parody, short version",https://zingmp3.vn/bai-hat/Tien-Bac-Tua-Nhu-Dao-Parody-Short-Version-Hoang-Hong-Quan/Z66C76FE.html,tien-bac-tua-nhu-dao-parody-short-version,"Tiền Bạc Tựa Như Dao (Parody, Short Version)",nhạc trẻ,Hoàng Hồng Quân,124.0,127.74110606561815,0.970713373471994
tiễn anh về nơi xa,https://zingmp3.vn/bai-hat/Tien-Anh-Ve-Noi-Xa-Toc-Tien/ZW78E90Z.html,tien-anh-ve-noi-xa,Tiễn Anh Về Nơi Xa,new age / world music,Tóc Tiên,448.0,120.05521791715805,3.731616232699976
tiễn bạn,https://zingmp3.vn/bai-hat/Tien-Ban-Stillrock/ZW6UOF08.html,tien-ban,Tiễn Bạn,,Stillrock,209.0,33.42441184602247,6.252914814561535
tiễn một người ra đi,https://zingmp3.vn/bai-hat/Tien-Mot-Nguoi-Ra-Di-Lam-Hung/ZWZACU8B.html,tien-mot-nguoi-ra-di,Tiễn Một Người Ra Đi,,Lam Hung,426.0,109.4104725584094,3.8935943702516913
tiễn đưa,https://zingmp3.vn/bai-hat/Tien-Dua-Ve-Mai-Nha-Xua-Khanh-Ly-Thanh-Tuyen/ZWZAEW89.html,tien-dua,Tiễn Đưa,,Various Artists,203.0,39.99831185130432,5.075214192905501
tiễn đưa & về mái nhà xưa,https://zingmp3.vn/bai-hat/Tien-Dua-Ve-Mai-Nha-Xua-Khanh-Ly-Thanh-Tuyen/ZWZAEW89.html,tien-dua-ve-mai-nha-xua,Tiễn Đưa & Về Mái Nhà Xưa,,"Khanh Ly,Thanh Tuyen",417.0,68.25786481134176,6.109186115805825
toại nguyện,https://zingmp3.vn/bai-hat/Toai-Nguyen-Truong-Dinh-Phong/ZWABIIOZ.html,toai-nguyen,Toại Nguyện,nhạc trẻ,Trương Đình Phong,498.0,126.73543509649444,3.9294456173273904
trai tài gái sắc,https://zingmp3.vn/bai-hat/Lien-Khuc-Trai-Tai-Gai-Sac-Co-U/ZWAEZ7ZB.html,trai-tai-gai-sac,Trai Tài Gái Sắc,nhạc thiếu nhi,"Anh Thư, Gia Hưng",428.0,98.51158508516188,4.344666666666667
trang lưu bút ngọt ngào,https://zingmp3.vn/bai-hat/Trang-Luu-But-Ngot-Ngao-Phan-Dinh-Tung/ZWZ9888A.html,trang-luu-but-ngot-ngao,Trang Lưu Bút Ngọt Ngào,nhạc trẻ,Phan Đinh Tùng,465.0,106.37579638798266,4.37129512341335
tranh nguoi yeu toi ra,https://zingmp3.vn/bai-hat/Tranh-Nguoi-Yeu-Toi-Ra-Dao-Nguyen-Anh/ZW8WD8CC.html,tranh-nguoi-yeu-toi-ra,Tranh Nguoi Yeu Toi Ra,alternative,Đào Nguyễn Ánh,127.0,33.19621169014637,3.825737743373211
trao em trọn tim yêu,https://zingmp3.vn/bai-hat/Trao-Em-Tron-Tim-Yeu-Bang-Kieu/ZWZ97W7W.html,trao-em-tron-tim-yeu,Trao Em Trọn Tim Yêu,,Bang Kieu,175.0,45.7803509542161,3.8226006649668007
treo ngược cành cây,https://zingmp3.vn/bai-hat/Treo-Nguoc-Canh-Cay-Duy-Zuno/ZWA8ZBZA.html,treo-nguoc-canh-cay,Treo Ngược Cành Cây,nhạc trẻ,Duy Zuno,256.0,58.11778405782696,4.404847916177965
trong cõi địa đàng,https://zingmp3.vn/bai-hat/Trong-Coi-Dia-Dang-Pham-Dinh-Nam/ZW9CO6BD.html,trong-coi-dia-dang,Trong Cõi Địa Đàng,nhạc trữ tình,Phạm Đình Nam,309.0,64.01953061212146,4.8266520707900025
trong niềm nhớ có em,https://zingmp3.vn/bai-hat/Trong-Niem-Nho-Co-Em-Quang-Toan/ZW6UDF66.html,trong-niem-nho-co-em,Trong Niềm Nhớ Có Em,,Quang Toan,307.0,66.12282926551725,4.642874532292572
trong nỗi nhớ muộn màng,https://zingmp3.vn/bai-hat/Trong-Noi-Nho-Muon-Mang-Y-Lan/ZWZCA089.html,trong-noi-nho-muon-mang,Trong Nỗi Nhớ Muộn Màng,new age / world music,Ý Lan,268.0,60.41770326662664,4.435785961894336
trong nỗi nhớ vô cùng,https://zingmp3.vn/bai-hat/Trong-Noi-Nho-Vo-Cung-Duong-Nhan-Trung/ZWAE0EOI.html,trong-noi-nho-vo-cung,Trong Nỗi Nhớ Vô Cùng,nhạc trẻ,Dương Nhân Trung,288.0,62.14864520100269,4.634051137696457
trong nỗi đau tình cờ,https://zingmp3.vn/bai-hat/Trong-Noi-Dau-Tinh-Co-Trinh-Vinh-Trinh/ZW6I06WE.html,trong-noi-dau-tinh-co,Trong Nỗi Đau Tình Cờ,,,225.0,60.6710806295316,3.70852138556572
trong trí nhớ của em cover,https://zingmp3.vn/bai-hat/Trong-Tri-Nho-Cua-Em-Cover-P-M-Band/ZW9ABEFO.html,trong-tri-nho-cua-em-cover,Trong Trí Nhớ Của Em (Cover),nhạc trẻ,P.M Band,300.0,84.67241184661121,3.543066666666667
trong vai người lạ,https://zingmp3.vn/bai-hat/Trong-Vai-Nguoi-La-DICKSON-Trung-Ngon/Z76D7UW7.html,trong-vai-nguoi-la,Trong Vai Người Lạ,nhạc trẻ,"DICKSON, Trung Ngon",475.0,91.10030752803844,5.214032892850627
trong vòng tay của mẹ,https://zingmp3.vn/bai-hat/Trong-Vong-Tay-Cua-Me-My-Tam/ZW6UC7AW.html,trong-vong-tay-cua-me,Trong Vòng Tay Của Mẹ,,My Tam,289.0,55.15427450879396,5.239847728464292
trong ánh chớp số phận,https://zingmp3.vn/bai-hat/Trong-Anh-Chop-So-Phan-Siu-Black/ZWZDW9CC.html,trong-anh-chop-so-phan,Trong Ánh Chớp Số Phận,,,272.0,46.21852892923025,5.885085620455078
trách 2,https://zingmp3.vn/bai-hat/Trach-2-Trung-Tu/ZWBWCCOC.html,trach-2,Trách 2,nhạc trẻ,Trung Tự,348.0,130.86453585815522,2.6592384080068805
trách ai bây giờ,https://zingmp3.vn/bai-hat/Trach-Ai-Bay-Gio-Khuu-Huy-Vu-Duong-Hong-Loan/ZW7WC6AO.html,trach-ai-bay-gio,Trách Ai Bây Giờ,,"Khuu Huy Vu,Duong Hong Loan",365.0,66.60260192806614,5.480266377494032
trách ai vô tình,https://zingmp3.vn/bai-hat/Ai-Trach-Ai-Vo-Tinh-phanDat-A-G/Z6866DEZ.html,trach-ai-vo-tinh,Trách Ai Vô Tình,,Thuy Khanh,290.0,66.4664038245163,4.363106521689575
